8.828125000000003553e+00 1.000000000000000178e+01
9.062500000000003553e+00 1.015625000000000178e+01
1.070312500000000355e+01 1.132812500000000178e+01
1.179687500000000355e+01 1.187500000000000178e+01
1.289062500000000355e+01 1.195312500000000178e+01
1.359375000000000355e+01 1.140625000000000178e+01
1.398437500000000355e+01 1.015625000000000178e+01
1.398437500000000355e+01 9.375000000000001776e+00
1.398437500000000355e+01 9.218750000000001776e+00
1.281250000000000355e+01 8.437500000000001776e+00
1.179687500000000355e+01 7.968750000000001776e+00
1.007812500000000355e+01 7.968750000000001776e+00
9.765625000000003553e+00 7.968750000000001776e+00
9.218750000000003553e+00 8.593750000000001776e+00
8.828125000000003553e+00 1.000000000000000178e+01
